protein,metabolite,metabolite_label,n_pair,r,p,q,r_s,p_s,q_s,sign,abs_r
IGSF9,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,9910,-0.507293769459998,0,0,-0.49380084784669315,0,0,-,0.507293769459998
FGFBP1,fid_23506,Cholesteryl Esters in Medium VLDL,10379,0.5070307630733474,0,0,0.5080669212168738,0,0,+,0.5070307630733474
TNFSF14,fid_23471,Lactate,10233,0.5059817314802484,0,0,0.4998602836752383,0,0,+,0.5059817314802484
FGFBP1,fid_23528,Free Cholesterol in IDL,10379,0.5044432053449355,0,0,0.4997595125063436,0,0,+,0.5044432053449355
LDLR,fid_23518,Phospholipids in Very Small VLDL,10338,0.5041650873199618,0,0,0.4961749314148891,0,0,+,0.5041650873199618
MFGE8,fid_23578,Triglycerides in Small HDL,10349,0.5039424463448721,0,0,0.4772459191026758,0,0,+,0.5039424463448721
APOM,fid_23427,Total Concentration of Lipoprotein Particles,10312,0.5033920383997372,0,0,0.5154095488170032,0,0,+,0.5033920383997372
MFGE8,fid_23410,Triglycerides in HDL,10349,0.5032539748573317,0,0,0.4800368447218687,0,0,+,0.5032539748573317
LDLR,fid_23562,Cholesteryl Esters in Large HDL,10338,-0.5016898813807451,0,0,-0.5200082009070639,0,0,-,0.5016898813807451
PLTP,fid_23553,Phospholipids in Very Large HDL,10412,0.5014247324220832,0,0,0.5186841843281398,0,0,+,0.5014247324220832
MFGE8,fid_23628,Triglycerides to Total Lipids in Small LDL percentage,10349,0.5003012702266433,0,0,0.4633534574904639,0,0,+,0.5003012702266433
PLTP,fid_23552,Total Lipids in Very Large HDL,10412,0.5000365929896616,0,0,0.517159018494734,0,0,+,0.5000365929896616
ORM1,fid_23480,Glycoprotein Acetyls,9847,0.4996198307910241,0,0,0.5042881409060094,0,0,+,0.4996198307910241
PLTP,fid_23554,Cholesterol in Very Large HDL,10412,0.4993700949973058,0,0,0.5152525519706892,0,0,+,0.4993700949973058
APOM,fid_23438,Sphingomyelins,10303,0.4988126298778357,0,0,0.5031852461688757,0,0,+,0.4988126298778357
FGFBP1,fid_23526,Cholesterol in IDL,10379,0.4985967338461645,0,0,0.4938742506355005,0,0,+,0.4985967338461645
IGSF9,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,9910,-0.49753729781749706,0,0,-0.493676627992625,0,0,-,0.49753729781749706
FGFBP1,fid_23525,Phospholipids in IDL,10379,0.4972811256402104,0,0,0.4956612488004099,0,0,+,0.4972811256402104
PRAP1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,9912,0.4970353701005225,0,0,0.4978448582656479,0,0,+,0.4970353701005225
PLTP,fid_23632,Free Cholesterol to Total Lipids in Very Large HDL percentage,10408,-0.4970231790281679,0,0,-0.5718754579868989,0,0,-,0.4970231790281679
LDLR,fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,10338,0.49676854519646746,0,0,0.4992845626985963,0,0,+,0.49676854519646746
PRAP1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,9912,-0.4955767840145363,0,0,-0.5003570110339511,0,0,-,0.4955767840145363
MFGE8,fid_23407,Total Triglycerides,10349,0.49542819506615027,0,0,0.4674930413384562,0,0,+,0.49542819506615027
PLA2G7,fid_23518,Phospholipids in Very Small VLDL,10349,0.4951577743751175,0,0,0.5121733562481287,0,0,+,0.4951577743751175
PLA2G7,fid_23415,Total Esterified Cholesterol,10349,0.4946157662474699,0,0,0.49886952400421464,0,0,+,0.4946157662474699
FGFBP1,fid_23535,Free Cholesterol in Large LDL,10379,0.4944404255375726,0,0,0.4906100161627284,0,0,+,0.4944404255375726
FGFBP1,fid_23524,Total Lipids in IDL,10379,0.4940092391773238,0,0,0.4918337792823674,0,0,+,0.4940092391773238
MXRA8,fid_23562,Cholesteryl Esters in Large HDL,9676,0.4933912533993147,0,0,0.507753772454502,0,0,+,0.4933912533993147
MFGE8,fid_23571,Triglycerides in Medium HDL,10349,0.4933821211591968,0,0,0.4708667037006739,0,0,+,0.4933821211591968
APOM,fid_23415,Total Esterified Cholesterol,10312,0.4929227418319595,0,0,0.4946159006928116,0,0,+,0.4929227418319595
FGFBP1,fid_23527,Cholesteryl Esters in IDL,10379,0.4927022966059862,0,0,0.48824829722594715,0,0,+,0.4927022966059862
PLTP,fid_23551,Concentration of Very Large HDL Particles,10412,0.4923338426499944,0,0,0.5079804136446643,0,0,+,0.4923338426499944
MFGE8,fid_23447,Monounsaturated Fatty Acids,10341,0.49198313513527847,0,0,0.46216830053248587,0,0,+,0.49198313513527847
CFB,fid_23480,Glycoprotein Acetyls,9743,0.4909935113191212,0,0,0.49613763643103,0,0,+,0.4909935113191212
PLTP,fid_23426,Total Lipids in HDL,10412,0.49046873285336207,0,0,0.5014764912545759,0,0,+,0.49046873285336207
LDLR,fid_23561,Cholesterol in Large HDL,10338,-0.49017608222804093,0,0,-0.5061162752899196,0,0,-,0.49017608222804093
MFGE8,fid_23515,Triglycerides in Small VLDL,10349,0.4901501076245835,0,0,0.469313059774614,0,0,+,0.4901501076245835
MXRA8,fid_23561,Cholesterol in Large HDL,9676,0.48933980991553566,0,0,0.5038152511323886,0,0,+,0.48933980991553566
IGSF9,fid_23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,9910,-0.4890790137539666,0,0,-0.4740764115617544,0,0,-,0.4890790137539666
MFGE8,fid_23627,Free Cholesterol to Total Lipids in Small LDL percentage,10349,-0.48859721479188384,0,0,-0.45835627162017534,0,0,-,0.48859721479188384
MFGE8,fid_23522,Triglycerides in Very Small VLDL,10349,0.487564338120708,0,0,0.4690070335840532,0,0,+,0.487564338120708
MXRA8,fid_23558,Concentration of Large HDL Particles,9676,0.4871535572384308,0,0,0.5024286232763491,0,0,+,0.4871535572384308
MFGE8,fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,10349,-0.4867571438007007,0,0,-0.45523401030720223,0,0,-,0.4867571438007007
LDLR,fid_23507,Free Cholesterol in Medium VLDL,10338,0.4865884383066123,0,0,0.4874591252409676,0,0,+,0.4865884383066123
FGFBP1,fid_23421,Free Cholesterol in LDL,10379,0.4865561241208897,0,0,0.4832296763199375,0,0,+,0.4865561241208897
