"row","n_missing","p","pct_missing","dataset"
173,2,2923,0.0684228532329798,"proteome"
174,5,2923,0.17105713308245,"proteome"
175,1463,2923,50.0513171399247,"proteome"
176,3,2923,0.10263427984947,"proteome"
177,4,2923,0.13684570646596,"proteome"
178,1462,2923,50.0171057133082,"proteome"
179,1538,2923,52.6171741361615,"proteome"
180,9,2923,0.307902839548409,"proteome"
181,118,2923,4.03694834074581,"proteome"
182,6,2923,0.205268559698939,"proteome"
183,224,2923,7.66335956209374,"proteome"
184,1462,2923,50.0171057133082,"proteome"
185,5,2923,0.17105713308245,"proteome"
186,7,2923,0.239479986315429,"proteome"
187,4,2923,0.13684570646596,"proteome"
188,102,2923,3.48956551488197,"proteome"
189,97,2923,3.31850838179952,"proteome"
190,122,2923,4.17379404721177,"proteome"
191,18,2923,0.615805679096818,"proteome"
192,4,2923,0.13684570646596,"proteome"
193,98,2923,3.35271980841601,"proteome"
194,189,2923,6.46595963051659,"proteome"
195,2,2923,0.0684228532329798,"proteome"
196,6,2923,0.205268559698939,"proteome"
197,103,2923,3.52377694149846,"proteome"
198,6,2923,0.205268559698939,"proteome"
199,1826,2923,62.4700650017106,"proteome"
200,5,2923,0.17105713308245,"proteome"
201,3,2923,0.10263427984947,"proteome"
202,18,2923,0.615805679096818,"proteome"
203,7,2923,0.239479986315429,"proteome"
204,108,2923,3.69483407458091,"proteome"
205,375,2923,12.8292849811837,"proteome"
206,10,2923,0.342114266164899,"proteome"
207,3,2923,0.10263427984947,"proteome"
208,1465,2923,50.1197399931577,"proteome"
209,95,2923,3.25008552856654,"proteome"
210,7,2923,0.239479986315429,"proteome"
211,6,2923,0.205268559698939,"proteome"
212,4,2923,0.13684570646596,"proteome"
213,3,2923,0.10263427984947,"proteome"
214,16,2923,0.547382825863839,"proteome"
215,29,2923,0.992131371878207,"proteome"
216,1464,2923,50.0855285665412,"proteome"
217,12,2923,0.410537119397879,"proteome"
218,1,2923,0.0342114266164899,"proteome"
219,2,2923,0.0684228532329798,"proteome"
220,3,2923,0.10263427984947,"proteome"
221,1462,2923,50.0171057133082,"proteome"
222,15,2923,0.513171399247349,"proteome"
223,9,2923,0.307902839548409,"proteome"
224,78,2923,2.66849127608621,"proteome"
225,1460,2923,49.9486828600753,"proteome"
226,1468,2923,50.2223742730072,"proteome"
227,5,2923,0.17105713308245,"proteome"
228,7,2923,0.239479986315429,"proteome"
229,3,2923,0.10263427984947,"proteome"
230,182,2923,6.22647964420116,"proteome"
231,314,2923,10.7423879575778,"proteome"
232,5,2923,0.17105713308245,"proteome"
233,1463,2923,50.0513171399247,"proteome"
234,3,2923,0.10263427984947,"proteome"
235,757,2923,25.8980499486829,"proteome"
236,349,2923,11.939787889155,"proteome"
237,29,2923,0.992131371878207,"proteome"
238,8,2923,0.273691412931919,"proteome"
239,2,2923,0.0684228532329798,"proteome"
240,383,2923,13.1029763941156,"proteome"
241,11,2923,0.376325692781389,"proteome"
242,84,2923,2.87375983578515,"proteome"
243,102,2923,3.48956551488197,"proteome"
244,3,2923,0.10263427984947,"proteome"
245,7,2923,0.239479986315429,"proteome"
246,1462,2923,50.0171057133082,"proteome"
247,101,2923,3.45535408826548,"proteome"
248,1469,2923,50.2565856996237,"proteome"
249,6,2923,0.205268559698939,"proteome"
250,116,2923,3.96852548751283,"proteome"
251,1,2923,0.0342114266164899,"proteome"
252,1465,2923,50.1197399931577,"proteome"
253,500,2923,17.105713308245,"proteome"
254,1574,2923,53.8487854943551,"proteome"
255,22,2923,0.752651385562778,"proteome"
256,4,2923,0.13684570646596,"proteome"
257,7,2923,0.239479986315429,"proteome"
258,10,2923,0.342114266164899,"proteome"
259,2,2923,0.0684228532329798,"proteome"
260,5,2923,0.17105713308245,"proteome"
261,18,2923,0.615805679096818,"proteome"
262,17,2923,0.581594252480328,"proteome"
263,8,2923,0.273691412931919,"proteome"
264,11,2923,0.376325692781389,"proteome"
265,10,2923,0.342114266164899,"proteome"
266,1462,2923,50.0171057133082,"proteome"
267,100,2923,3.42114266164899,"proteome"
268,1536,2923,52.5487512829285,"proteome"
269,1572,2923,53.7803626411221,"proteome"
270,5,2923,0.17105713308245,"proteome"
271,5,2923,0.17105713308245,"proteome"
272,18,2923,0.615805679096818,"proteome"
273,2,2923,0.0684228532329798,"proteome"
274,192,2923,6.56859391036606,"proteome"
275,240,2923,8.21074238795758,"proteome"
276,255,2923,8.72391378720493,"proteome"
277,24,2923,0.821074238795758,"proteome"
278,6,2923,0.205268559698939,"proteome"
279,72,2923,2.46322271638727,"proteome"
280,118,2923,4.03694834074581,"proteome"
281,1462,2923,50.0171057133082,"proteome"
282,1462,2923,50.0171057133082,"proteome"
283,5,2923,0.17105713308245,"proteome"
284,184,2923,6.29490249743414,"proteome"
285,372,2923,12.7266507013342,"proteome"
286,5,2923,0.17105713308245,"proteome"
287,1555,2923,53.1987683886418,"proteome"
288,5,2923,0.17105713308245,"proteome"
289,97,2923,3.31850838179952,"proteome"
290,116,2923,3.96852548751283,"proteome"
291,80,2923,2.73691412931919,"proteome"
292,1466,2923,50.1539514197742,"proteome"
293,120,2923,4.10537119397879,"proteome"
294,7,2923,0.239479986315429,"proteome"
295,2046,2923,69.9965788573383,"proteome"
296,8,2923,0.273691412931919,"proteome"
297,4,2923,0.13684570646596,"proteome"
298,1464,2923,50.0855285665412,"proteome"
299,111,2923,3.79746835443038,"proteome"
300,12,2923,0.410537119397879,"proteome"
301,5,2923,0.17105713308245,"proteome"
302,51,2923,1.74478275744099,"proteome"
303,6,2923,0.205268559698939,"proteome"
304,282,2923,9.64762230585015,"proteome"
305,1540,2923,52.6855969893945,"proteome"
306,1464,2923,50.0855285665412,"proteome"
307,7,2923,0.239479986315429,"proteome"
308,7,2923,0.239479986315429,"proteome"
309,7,2923,0.239479986315429,"proteome"
310,820,2923,28.0533698255217,"proteome"
311,6,2923,0.205268559698939,"proteome"
312,117,2923,4.00273691412932,"proteome"
313,1567,2923,53.6093055080397,"proteome"
314,1461,2923,49.9828942866918,"proteome"
315,150,2923,5.13171399247349,"proteome"
316,10,2923,0.342114266164899,"proteome"
317,98,2923,3.35271980841601,"proteome"
318,1613,2923,55.1830311323982,"proteome"
319,106,2923,3.62641122134793,"proteome"
320,1461,2923,49.9828942866918,"proteome"
321,6,2923,0.205268559698939,"proteome"
322,4,2923,0.13684570646596,"proteome"
323,98,2923,3.35271980841601,"proteome"
324,15,2923,0.513171399247349,"proteome"
325,1462,2923,50.0171057133082,"proteome"
326,119,2923,4.0711597673623,"proteome"
327,112,2923,3.83167978104687,"proteome"
328,194,2923,6.63701676359904,"proteome"
329,1480,2923,50.6329113924051,"proteome"
330,152,2923,5.20013684570647,"proteome"
331,148,2923,5.06329113924051,"proteome"
332,115,2923,3.93431406089634,"proteome"
333,2,2923,0.0684228532329798,"proteome"
334,9,2923,0.307902839548409,"proteome"
335,91,2923,3.11323982210058,"proteome"
336,17,2923,0.581594252480328,"proteome"
337,8,2923,0.273691412931919,"proteome"
338,2,2923,0.0684228532329798,"proteome"
339,370,2923,12.6582278481013,"proteome"
340,194,2923,6.63701676359904,"proteome"
341,2,2923,0.0684228532329798,"proteome"
342,106,2923,3.62641122134793,"proteome"
343,3,2923,0.10263427984947,"proteome"
344,10,2923,0.342114266164899,"proteome"
345,9,2923,0.307902839548409,"proteome"
346,221,2923,7.56072528224427,"proteome"
347,1,2923,0.0342114266164899,"proteome"
348,1468,2923,50.2223742730072,"proteome"
349,10,2923,0.342114266164899,"proteome"
350,306,2923,10.4686965446459,"proteome"
351,6,2923,0.205268559698939,"proteome"
352,1568,2923,53.6435169346562,"proteome"
353,1479,2923,50.5986999657886,"proteome"
354,5,2923,0.17105713308245,"proteome"
355,373,2923,12.7608621279507,"proteome"
356,4,2923,0.13684570646596,"proteome"
357,5,2923,0.17105713308245,"proteome"
358,1,2923,0.0342114266164899,"proteome"
359,4,2923,0.13684570646596,"proteome"
360,1461,2923,49.9828942866918,"proteome"
361,5,2923,0.17105713308245,"proteome"
362,330,2923,11.2897707834417,"proteome"
363,4,2923,0.13684570646596,"proteome"
364,2,2923,0.0684228532329798,"proteome"
365,5,2923,0.17105713308245,"proteome"
366,1462,2923,50.0171057133082,"proteome"
367,1570,2923,53.7119397878892,"proteome"
368,1463,2923,50.0513171399247,"proteome"
369,1467,2923,50.1881628463907,"proteome"
370,5,2923,0.17105713308245,"proteome"
371,114,2923,3.90010263427985,"proteome"
372,151,2923,5.16592541908998,"proteome"
373,1469,2923,50.2565856996237,"proteome"
374,3,2923,0.10263427984947,"proteome"
375,425,2923,14.5398563120082,"proteome"
376,6,2923,0.205268559698939,"proteome"
377,1466,2923,50.1539514197742,"proteome"
378,7,2923,0.239479986315429,"proteome"
379,97,2923,3.31850838179952,"proteome"
380,1,2923,0.0342114266164899,"proteome"
381,1462,2923,50.0171057133082,"proteome"
382,1466,2923,50.1539514197742,"proteome"
383,18,2923,0.615805679096818,"proteome"
384,1,2923,0.0342114266164899,"proteome"
385,3,2923,0.10263427984947,"proteome"
386,20,2923,0.684228532329798,"proteome"
387,515,2923,17.6188847074923,"proteome"
388,105,2923,3.59219979473144,"proteome"
389,242,2923,8.27916524119056,"proteome"
390,9,2923,0.307902839548409,"proteome"
391,1462,2923,50.0171057133082,"proteome"
392,1463,2923,50.0513171399247,"proteome"
393,1575,2923,53.8829969209716,"proteome"
394,77,2923,2.63427984946972,"proteome"
395,4,2923,0.13684570646596,"proteome"
396,15,2923,0.513171399247349,"proteome"
397,99,2923,3.3869312350325,"proteome"
398,1476,2923,50.4960656859391,"proteome"
399,6,2923,0.205268559698939,"proteome"
400,245,2923,8.38179952104003,"proteome"
401,4,2923,0.13684570646596,"proteome"
402,77,2923,2.63427984946972,"proteome"
403,4,2923,0.13684570646596,"proteome"
404,1465,2923,50.1197399931577,"proteome"
405,8,2923,0.273691412931919,"proteome"
406,5,2923,0.17105713308245,"proteome"
407,7,2923,0.239479986315429,"proteome"
408,1461,2923,49.9828942866918,"proteome"
409,1461,2923,49.9828942866918,"proteome"
410,3,2923,0.10263427984947,"proteome"
411,8,2923,0.273691412931919,"proteome"
412,146,2923,4.99486828600753,"proteome"
413,7,2923,0.239479986315429,"proteome"
414,1653,2923,56.5514881970578,"proteome"
415,8,2923,0.273691412931919,"proteome"
416,172,2923,5.88436537803626,"proteome"
417,1,2923,0.0342114266164899,"proteome"
418,1554,2923,53.1645569620253,"proteome"
419,5,2923,0.17105713308245,"proteome"
420,2,2923,0.0684228532329798,"proteome"
421,106,2923,3.62641122134793,"proteome"
422,4,2923,0.13684570646596,"proteome"
423,1464,2923,50.0855285665412,"proteome"
424,128,2923,4.37906260691071,"proteome"
425,179,2923,6.12384536435169,"proteome"
426,164,2923,5.61067396510435,"proteome"
427,5,2923,0.17105713308245,"proteome"
428,147,2923,5.02907971262402,"proteome"
429,1477,2923,50.5302771125556,"proteome"
430,16,2923,0.547382825863839,"proteome"
431,123,2923,4.20800547382826,"proteome"
432,334,2923,11.4266164899076,"proteome"
433,108,2923,3.69483407458091,"proteome"
434,242,2923,8.27916524119056,"proteome"
435,8,2923,0.273691412931919,"proteome"
436,106,2923,3.62641122134793,"proteome"
437,101,2923,3.45535408826548,"proteome"
438,63,2923,2.15531987683886,"proteome"
439,111,2923,3.79746835443038,"proteome"
440,2,2923,0.0684228532329798,"proteome"
441,1463,2923,50.0513171399247,"proteome"
442,174,2923,5.95278823126924,"proteome"
443,6,2923,0.205268559698939,"proteome"
444,7,2923,0.239479986315429,"proteome"
445,1462,2923,50.0171057133082,"proteome"
446,1468,2923,50.2223742730072,"proteome"
447,1480,2923,50.6329113924051,"proteome"
448,18,2923,0.615805679096818,"proteome"
449,6,2923,0.205268559698939,"proteome"
450,4,2923,0.13684570646596,"proteome"
451,304,2923,10.4002736914129,"proteome"
452,66,2923,2.25795415668833,"proteome"
453,1576,2923,53.9172083475881,"proteome"
454,5,2923,0.17105713308245,"proteome"
455,1581,2923,54.0882654806705,"proteome"
456,5,2923,0.17105713308245,"proteome"
457,7,2923,0.239479986315429,"proteome"
458,369,2923,12.6240164214848,"proteome"
459,18,2923,0.615805679096818,"proteome"
460,6,2923,0.205268559698939,"proteome"
461,3,2923,0.10263427984947,"proteome"
462,1461,2923,49.9828942866918,"proteome"
463,76,2923,2.60006842285323,"proteome"
464,1575,2923,53.8829969209716,"proteome"
465,262,2923,8.96339377352036,"proteome"
466,1462,2923,50.0171057133082,"proteome"
467,9,2923,0.307902839548409,"proteome"
468,15,2923,0.513171399247349,"proteome"
469,95,2923,3.25008552856654,"proteome"
470,5,2923,0.17105713308245,"proteome"
471,1466,2923,50.1539514197742,"proteome"
472,1462,2923,50.0171057133082,"proteome"
473,3,2923,0.10263427984947,"proteome"
474,15,2923,0.513171399247349,"proteome"
475,3,2923,0.10263427984947,"proteome"
476,7,2923,0.239479986315429,"proteome"
477,4,2923,0.13684570646596,"proteome"
478,7,2923,0.239479986315429,"proteome"
479,1462,2923,50.0171057133082,"proteome"
480,182,2923,6.22647964420116,"proteome"
481,1650,2923,56.4488539172083,"proteome"
482,1462,2923,50.0171057133082,"proteome"
483,99,2923,3.3869312350325,"proteome"
484,1464,2923,50.0855285665412,"proteome"
485,6,2923,0.205268559698939,"proteome"
486,2,2923,0.0684228532329798,"proteome"
487,2,2923,0.0684228532329798,"proteome"
488,16,2923,0.547382825863839,"proteome"
489,66,2923,2.25795415668833,"proteome"
490,263,2923,8.99760520013685,"proteome"
491,1477,2923,50.5302771125556,"proteome"
492,5,2923,0.17105713308245,"proteome"
493,3,2923,0.10263427984947,"proteome"
494,61,2923,2.08689702360588,"proteome"
495,1462,2923,50.0171057133082,"proteome"
496,6,2923,0.205268559698939,"proteome"
497,181,2923,6.19226821758467,"proteome"
498,17,2923,0.581594252480328,"proteome"
499,5,2923,0.17105713308245,"proteome"
500,1477,2923,50.5302771125556,"proteome"
501,78,2923,2.66849127608621,"proteome"
502,114,2923,3.90010263427985,"proteome"
503,83,2923,2.83954840916866,"proteome"
504,8,2923,0.273691412931919,"proteome"
505,3,2923,0.10263427984947,"proteome"
506,369,2923,12.6240164214848,"proteome"
507,7,2923,0.239479986315429,"proteome"
508,5,2923,0.17105713308245,"proteome"
509,8,2923,0.273691412931919,"proteome"
510,1462,2923,50.0171057133082,"proteome"
511,4,2923,0.13684570646596,"proteome"
512,1466,2923,50.1539514197742,"proteome"
513,1465,2923,50.1197399931577,"proteome"
514,88,2923,3.01060554225111,"proteome"
515,500,2923,17.105713308245,"proteome"
516,78,2923,2.66849127608621,"proteome"
517,4,2923,0.13684570646596,"proteome"
518,10,2923,0.342114266164899,"proteome"
519,4,2923,0.13684570646596,"proteome"
520,1480,2923,50.6329113924051,"proteome"
521,3,2923,0.10263427984947,"proteome"
522,3,2923,0.10263427984947,"proteome"
523,7,2923,0.239479986315429,"proteome"
524,3,2923,0.10263427984947,"proteome"
525,1,2923,0.0342114266164899,"proteome"
526,5,2923,0.17105713308245,"proteome"
527,5,2923,0.17105713308245,"proteome"
528,114,2923,3.90010263427985,"proteome"
529,2,2923,0.0684228532329798,"proteome"
530,212,2923,7.25282244269586,"proteome"
531,3,2923,0.10263427984947,"proteome"
532,7,2923,0.239479986315429,"proteome"
533,5,2923,0.17105713308245,"proteome"
534,22,2923,0.752651385562778,"proteome"
535,285,2923,9.75025658569962,"proteome"
536,6,2923,0.205268559698939,"proteome"
537,194,2923,6.63701676359904,"proteome"
538,1463,2923,50.0513171399247,"proteome"
539,15,2923,0.513171399247349,"proteome"
540,6,2923,0.205268559698939,"proteome"
541,3,2923,0.10263427984947,"proteome"
542,4,2923,0.13684570646596,"proteome"
543,746,2923,25.5217242559015,"proteome"
544,587,2923,20.0821074238796,"proteome"
545,2,2923,0.0684228532329798,"proteome"
546,15,2923,0.513171399247349,"proteome"
547,7,2923,0.239479986315429,"proteome"
548,1830,2923,62.6069107081765,"proteome"
549,7,2923,0.239479986315429,"proteome"
550,6,2923,0.205268559698939,"proteome"
551,3,2923,0.10263427984947,"proteome"
552,7,2923,0.239479986315429,"proteome"
553,103,2923,3.52377694149846,"proteome"
554,1468,2923,50.2223742730072,"proteome"
555,2,2923,0.0684228532329798,"proteome"
556,8,2923,0.273691412931919,"proteome"
557,35,2923,1.19739993157715,"proteome"
558,1461,2923,49.9828942866918,"proteome"
559,1463,2923,50.0513171399247,"proteome"
560,1472,2923,50.3592199794731,"proteome"
561,1571,2923,53.7461512145056,"proteome"
562,99,2923,3.3869312350325,"proteome"
563,10,2923,0.342114266164899,"proteome"
564,2,2923,0.0684228532329798,"proteome"
565,1462,2923,50.0171057133082,"proteome"
566,5,2923,0.17105713308245,"proteome"
567,107,2923,3.66062264796442,"proteome"
568,328,2923,11.2213479302087,"proteome"
569,1591,2923,54.4303797468354,"proteome"
570,1463,2923,50.0513171399247,"proteome"
571,325,2923,11.1187136503592,"proteome"
572,6,2923,0.205268559698939,"proteome"
573,14,2923,0.478959972630859,"proteome"
574,1461,2923,49.9828942866918,"proteome"
575,1468,2923,50.2223742730072,"proteome"
576,376,2923,12.8634964078002,"proteome"
577,231,2923,7.90283954840917,"proteome"
578,100,2923,3.42114266164899,"proteome"
579,7,2923,0.239479986315429,"proteome"
580,258,2923,8.8265480670544,"proteome"
581,200,2923,6.84228532329798,"proteome"
582,104,2923,3.55798836811495,"proteome"
583,2,2923,0.0684228532329798,"proteome"
584,4,2923,0.13684570646596,"proteome"
585,1461,2923,49.9828942866918,"proteome"
586,3,2923,0.10263427984947,"proteome"
587,368,2923,12.5898049948683,"proteome"
588,167,2923,5.71330824495381,"proteome"
589,4,2923,0.13684570646596,"proteome"
590,11,2923,0.376325692781389,"proteome"
591,3,2923,0.10263427984947,"proteome"
592,1,2923,0.0342114266164899,"proteome"
593,1555,2923,53.1987683886418,"proteome"
594,650,2923,22.2374273007184,"proteome"
595,5,2923,0.17105713308245,"proteome"
596,5,2923,0.17105713308245,"proteome"
597,17,2923,0.581594252480328,"proteome"
598,4,2923,0.13684570646596,"proteome"
599,117,2923,4.00273691412932,"proteome"
600,3,2923,0.10263427984947,"proteome"
601,1463,2923,50.0513171399247,"proteome"
602,3,2923,0.10263427984947,"proteome"
603,29,2923,0.992131371878207,"proteome"
604,115,2923,3.93431406089634,"proteome"
605,1534,2923,52.4803284296955,"proteome"
606,75,2923,2.56585699623674,"proteome"
607,104,2923,3.55798836811495,"proteome"
608,4,2923,0.13684570646596,"proteome"
609,616,2923,21.0742387957578,"proteome"
610,6,2923,0.205268559698939,"proteome"
611,4,2923,0.13684570646596,"proteome"
612,3,2923,0.10263427984947,"proteome"
613,112,2923,3.83167978104687,"proteome"
614,6,2923,0.205268559698939,"proteome"
615,557,2923,19.0557646253849,"proteome"
616,3,2923,0.10263427984947,"proteome"
617,4,2923,0.13684570646596,"proteome"
618,4,2923,0.13684570646596,"proteome"
619,11,2923,0.376325692781389,"proteome"
620,1462,2923,50.0171057133082,"proteome"
621,1101,2923,37.6667807047554,"proteome"
622,1463,2923,50.0513171399247,"proteome"
623,6,2923,0.205268559698939,"proteome"
624,92,2923,3.14745124871707,"proteome"
625,198,2923,6.773862470065,"proteome"
626,121,2923,4.13958262059528,"proteome"
627,1570,2923,53.7119397878892,"proteome"
628,5,2923,0.17105713308245,"proteome"
629,1463,2923,50.0513171399247,"proteome"
630,234,2923,8.00547382825864,"proteome"
631,4,2923,0.13684570646596,"proteome"
632,1566,2923,53.5750940814232,"proteome"
633,4,2923,0.13684570646596,"proteome"
634,8,2923,0.273691412931919,"proteome"
635,1466,2923,50.1539514197742,"proteome"
636,87,2923,2.97639411563462,"proteome"
637,17,2923,0.581594252480328,"proteome"
638,68,2923,2.32637700992131,"proteome"
639,11,2923,0.376325692781389,"proteome"
640,2,2923,0.0684228532329798,"proteome"
641,1463,2923,50.0513171399247,"proteome"
642,3,2923,0.10263427984947,"proteome"
643,4,2923,0.13684570646596,"proteome"
644,4,2923,0.13684570646596,"proteome"
645,226,2923,7.73178241532672,"proteome"
646,1463,2923,50.0513171399247,"proteome"
647,89,2923,3.0448169688676,"proteome"
648,97,2923,3.31850838179952,"proteome"
649,3,2923,0.10263427984947,"proteome"
650,1461,2923,49.9828942866918,"proteome"
651,444,2923,15.1898734177215,"proteome"
652,10,2923,0.342114266164899,"proteome"
653,7,2923,0.239479986315429,"proteome"
654,7,2923,0.239479986315429,"proteome"
655,1464,2923,50.0855285665412,"proteome"
656,8,2923,0.273691412931919,"proteome"
